mapping	target_segment_id	target_title	target_type	rank	score	lexical_overlap	candidate_segment_id	candidate_title	candidate_type	video_start	video_end	video_start_seconds	video_end_seconds	youtube_start_corrected	candidate_text
tidy_sections_to_chapters	tidy:section:007	🔁 Projecting back and arranging meaning	tidy_section	2	0.640613	0.660194	chapter:09	Rotation anchor: stable orientation on regeneration	chapter	00:10:12.774	00:11:35.105	612.774	695.105	00:42:11.774	Rotation anchor: stable orientation on regeneration. whenever one of these maps is regenerated There are different ways of doing dimensionality reduction and they are often based on a random seed or on other stochastic things, that make it hard to keep the sa
tidy_sections_to_chapters	tidy:section:007	🔁 Projecting back and arranging meaning	tidy_section	3	0.57753	0.474576	chapter:02	Why the first map looks messy (high-D to 2D, overlap, force-directed kludge)	chapter	00:00:52.468	00:01:35.655	52.468	95.655	00:32:51.468	Why the first map looks messy (high-D to 2D, overlap, force-directed kludge). This is what happens when a data set of topics is projected down from high-dimensional space into 2D space We should expect it to be a mess We should expect overlap By default, ther
tidy_sections_to_chapters	tidy:section:008	🧮 Question from Marek “maf” Rogalski: can nodes occupy regions instead of points?	tidy_section	1	0.775871	0.618182	chapter:10	Q (maf): nodes as regions not points, Voronoi	chapter	00:11:35.105	00:12:55.193	695.105	775.193	00:43:34.105	Q (maf): nodes as regions not points, Voronoi. They have shapes We also think in categories On the screen, in a user interface many of those things could be grouped together by putting them in a box, or surrounding them with a line That is how many mind maps
tidy_sections_to_chapters	tidy:section:008	🧮 Question from Marek “maf” Rogalski: can nodes occupy regions instead of points?	tidy_section	2	0.57654	0.669903	chapter:09	Rotation anchor: stable orientation on regeneration	chapter	00:10:12.774	00:11:35.105	612.774	695.105	00:42:11.774	Rotation anchor: stable orientation on regeneration. whenever one of these maps is regenerated There are different ways of doing dimensionality reduction and they are often based on a random seed or on other stochastic things, that make it hard to keep the sa
tidy_sections_to_chapters	tidy:section:008	🧮 Question from Marek “maf” Rogalski: can nodes occupy regions instead of points?	tidy_section	3	0.554966	0.440678	chapter:02	Why the first map looks messy (high-D to 2D, overlap, force-directed kludge)	chapter	00:00:52.468	00:01:35.655	52.468	95.655	00:32:51.468	Why the first map looks messy (high-D to 2D, overlap, force-directed kludge). This is what happens when a data set of topics is projected down from high-dimensional space into 2D space We should expect it to be a mess We should expect overlap By default, ther
tidy_sections_to_chapters	tidy:section:009	🗺️ Regions, Voronoi maps, and hidden structure	tidy_section	1	0.794425	0.809524	chapter:10	Q (maf): nodes as regions not points, Voronoi	chapter	00:11:35.105	00:12:55.193	695.105	775.193	00:43:34.105	Q (maf): nodes as regions not points, Voronoi. They have shapes We also think in categories On the screen, in a user interface many of those things could be grouped together by putting them in a box, or surrounding them with a line That is how many mind maps
tidy_sections_to_chapters	tidy:section:009	🗺️ Regions, Voronoi maps, and hidden structure	tidy_section	2	0.612136	0.442105	chapter:11	Shared geometry across models; interpretability and safety	chapter	00:12:55.193	00:14:05.193	775.193	845.193	00:44:54.193	Shared geometry across models; interpretability and safety. different models We are starting to peer into that geometric representation space that they have learned in high dimensions People are interested in that from a machine-learning interpretability and
tidy_sections_to_chapters	tidy:section:009	🗺️ Regions, Voronoi maps, and hidden structure	tidy_section	3	0.54089	0.333333	chapter:08	Projecting back with UMAP: where would a new thing land?	chapter	00:08:12.087	00:10:12.774	492.087	612.774	00:40:11.087	Projecting back with UMAP: where would a new thing land?. There is a popular library called UMAP Learn that lets us do that UMAP is a common solution for dimensionality reduction of high dimensional data It does not have a global objective It is mostly local,
tidy_sections_to_chapters	tidy:section:010	🌐 Question from Ivan Lugo: do meanings have shared shapes across languages?	tidy_section	1	0.695255	0.544554	chapter:12	Q (Ivan Lugo): shared shapes across languages	chapter	00:14:05.193	00:15:26.504	845.193	926.504	00:46:04.193	Q (Ivan Lugo): shared shapes across languages. I’m curious because you have clearly operated on this from different texts and different spaces Have you seen linguistic patterns in the way you have built this out Have you tried to visualise that For instance,
tidy_sections_to_chapters	tidy:section:010	🌐 Question from Ivan Lugo: do meanings have shared shapes across languages?	tidy_section	2	0.68315	0.768421	chapter:11	Shared geometry across models; interpretability and safety	chapter	00:12:55.193	00:14:05.193	775.193	845.193	00:44:54.193	Shared geometry across models; interpretability and safety. different models We are starting to peer into that geometric representation space that they have learned in high dimensions People are interested in that from a machine-learning interpretability and
tidy_sections_to_chapters	tidy:section:010	🌐 Question from Ivan Lugo: do meanings have shared shapes across languages?	tidy_section	3	0.58084	0.352381	chapter:13	MiniLM salience, then the Manifold Steering paper	chapter	00:15:26.504	00:16:57.935	926.504	1017.935	00:47:25.504	MiniLM salience, then the Manifold Steering paper. It basically showed things like different dates mapping to a particular shape inside large language models They look at things like weekdays in different language models corresponding to certain shapes So I p
tidy_sections_to_chapters	tidy:section:011	📐 MiniLM, salience, and Manifold Steering	tidy_section	1	0.854489	0.96063	chapter:13	MiniLM salience, then the Manifold Steering paper	chapter	00:15:26.504	00:16:57.935	926.504	1017.935	00:47:25.504	MiniLM salience, then the Manifold Steering paper. It basically showed things like different dates mapping to a particular shape inside large language models They look at things like weekdays in different language models corresponding to certain shapes So I p
tidy_sections_to_chapters	tidy:section:011	📐 MiniLM, salience, and Manifold Steering	tidy_section	2	0.801845	0.752475	chapter:12	Q (Ivan Lugo): shared shapes across languages	chapter	00:14:05.193	00:15:26.504	845.193	926.504	00:46:04.193	Q (Ivan Lugo): shared shapes across languages. I’m curious because you have clearly operated on this from different texts and different spaces Have you seen linguistic patterns in the way you have built this out Have you tried to visualise that For instance,
tidy_sections_to_chapters	tidy:section:011	📐 MiniLM, salience, and Manifold Steering	tidy_section	3	0.591144	0.421053	chapter:11	Shared geometry across models; interpretability and safety	chapter	00:12:55.193	00:14:05.193	775.193	845.193	00:44:54.193	Shared geometry across models; interpretability and safety. different models We are starting to peer into that geometric representation space that they have learned in high dimensions People are interested in that from a machine-learning interpretability and
tidy_sections_to_chapters	tidy:section:012	🧱 Visual language and Robert Horn	tidy_section	1	0.914903	0.96988	chapter:14	Robert Horn and visual language; pandemic mess-maps	chapter	00:16:57.935	00:19:55.657	1017.935	1195.657	00:48:56.935	Robert Horn and visual language; pandemic mess-maps. Robert Horn, who coined the term visual language or at least popularised it He wrote a book about it He is a wise elder gentleman who lives somewhere in San Francisco, as far as I know I do not know how act
tidy_sections_to_chapters	tidy:section:012	🧱 Visual language and Robert Horn	tidy_section	2	0.488566	0.377953	chapter:13	MiniLM salience, then the Manifold Steering paper	chapter	00:15:26.504	00:16:57.935	926.504	1017.935	00:47:25.504	MiniLM salience, then the Manifold Steering paper. It basically showed things like different dates mapping to a particular shape inside large language models They look at things like weekdays in different language models corresponding to certain shapes So I p
tidy_sections_to_chapters	tidy:section:012	🧱 Visual language and Robert Horn	tidy_section	3	0.47136	0.454545	chapter:01	Intro: good mental models, high-bandwidth visual cognition	chapter	00:00:00.838	00:00:52.468	0.838	52.468	00:31:59.838	Intro: good mental models, high-bandwidth visual cognition. Hello I’m interested in the problem of how we as human beings, can get a good mental model of what is going on I want to understand things and make use of our high-bandwidth visual centres, which are
tidy_sections_to_chapters	tidy:section:013	👏 Closing	tidy_section	1	0.867571	1.0	chapter:15	Closing	chapter	00:19:55.657	00:20:17.599	1195.657	1217.599	00:51:54.657	Closing. Luke, thank you very much for sharing what seems to be promising first steps on a project I will be excited to see this unfold in the coming months Thanks to Jasmine Otto, Ivan Lugo, and Luke for demoing today Thanks everybody for coming out, and we
tidy_sections_to_chapters	tidy:section:013	👏 Closing	tidy_section	2	0.446991	0.255814	chapter:07	Q (Ivy): can the interface express, not just reveal?	chapter	00:07:54.548	00:08:12.087	474.548	492.087	00:39:53.548	Q (Ivy): can the interface express, not just reveal?. So far, you have talked about what this interface is revealing, what it is showing, and how it relates to higher-dimensional spaces I’m curious what you have thought about with respect to doing expressive
tidy_sections_to_chapters	tidy:section:013	👏 Closing	tidy_section	3	0.341188	0.346939	chapter:05	Adding visual language: generated icons	chapter	00:05:24.413	00:06:14.406	324.413	374.406	00:37:23.413	Adding visual language: generated icons. semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What would be more useful is a zoomable user interface where we can look at different things at different levels and
tidy_sections_to_chapters	tidy:section:014	💬 Relevant chat notes	tidy_section	1	0.6465	0.323077	chapter:14	Robert Horn and visual language; pandemic mess-maps	chapter	00:16:57.935	00:19:55.657	1017.935	1195.657	00:48:56.935	Robert Horn and visual language; pandemic mess-maps. Robert Horn, who coined the term visual language or at least popularised it He wrote a book about it He is a wise elder gentleman who lives somewhere in San Francisco, as far as I know I do not know how act
tidy_sections_to_chapters	tidy:section:014	💬 Relevant chat notes	tidy_section	2	0.464254	0.215385	chapter:13	MiniLM salience, then the Manifold Steering paper	chapter	00:15:26.504	00:16:57.935	926.504	1017.935	00:47:25.504	MiniLM salience, then the Manifold Steering paper. It basically showed things like different dates mapping to a particular shape inside large language models They look at things like weekdays in different language models corresponding to certain shapes So I p
tidy_sections_to_chapters	tidy:section:014	💬 Relevant chat notes	tidy_section	3	0.457736	0.169231	chapter:05	Adding visual language: generated icons	chapter	00:05:24.413	00:06:14.406	324.413	374.406	00:37:23.413	Adding visual language: generated icons. semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What would be more useful is a zoomable user interface where we can look at different things at different levels and
tidy_sections_to_vtt_windows	tidy:section:001	🗺️ Feeling of Computing demo transcript: 2D visual language topic map ZUI	tidy_section	1	0.48232	0.2	vtt:ngram:5:0011	with a fittingly emptier area around it So the semantic integrity is good, but i	vtt_ngram_5	00:04:59.694	00:07:20.445	299.694	440.445	00:36:58.694	with a fittingly emptier area around it So the semantic integrity is good, but it is still not very intuitive These days we have image generators, so I semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What w
tidy_sections_to_vtt_windows	tidy:section:001	🗺️ Feeling of Computing demo transcript: 2D visual language topic map ZUI	tidy_section	2	0.482157	0.177778	vtt:ngram:5:0013	There is a lot that could be done I do have large-language-model-generated salie	vtt_ngram_5	00:05:54.978	00:07:59.307	354.978	479.307	00:37:53.978	There is a lot that could be done I do have large-language-model-generated salience scores for some of the topics I use those to adjust the scale and opacity of some nodes For instance, there is a woman who was loosely related to some people in this area thro
tidy_sections_to_vtt_windows	tidy:section:001	🗺️ Feeling of Computing demo transcript: 2D visual language topic map ZUI	tidy_section	3	0.475833	0.266667	vtt:ngram:5:0041	This is really cool to see It shows how it works on the data side Thank you Very	vtt_ngram_5	00:16:44.705	00:18:37.968	1004.705	1117.968	00:48:43.705	This is really cool to see It shows how it works on the data side Thank you Very cool I also love to point to Bob Horn Robert Horn, who coined the term visual language or at least popularised it He wrote a book about it He is a wise elder gentleman who lives
tidy_sections_to_vtt_windows	tidy:section:002	👋 Introduction	tidy_section	1	0.682199	0.779221	vtt:ngram:5:0001	Hello I’m interested in the problem of how we as human beings, can get a good me	vtt_ngram_5	00:00:00.838	00:02:06.651	0.838	126.651	00:31:59.838	Hello I’m interested in the problem of how we as human beings, can get a good mental model of what is going on I want to understand things and make use of our high-bandwidth visual centres, which are very good at interpreting information efficiently I’m inter
tidy_sections_to_vtt_windows	tidy:section:002	👋 Introduction	tidy_section	2	0.590816	0.532468	vtt:ngram:5:0002	information efficiently I’m interested in how things like embeddings, generated 	vtt_ngram_5	00:00:25.679	00:02:45.924	25.679	165.924	00:32:24.679	information efficiently I’m interested in how things like embeddings, generated categories, different kinds of relationships and graph structures can be used to make useful visualisations that do not look like a mess Speaking of which, this looks like a mess
tidy_sections_to_vtt_windows	tidy:section:002	👋 Introduction	tidy_section	3	0.558115	0.337662	vtt:ngram:5:0040	When I am talking to you and I can see that shape, that is another dimension we 	vtt_ngram_5	00:16:32.044	00:18:14.009	992.044	1094.009	00:48:31.044	When I am talking to you and I can see that shape, that is another dimension we can communicate across That is very much why I am trying to build my whole system What you are describing is that we need a visual medium for it This is really cool to see It show
tidy_sections_to_vtt_windows	tidy:section:003	🧩 Why the first map looks messy	tidy_section	1	0.846645	0.943396	vtt:ngram:5:0003	This is what happens when a data set of topics is projected down from high-dimen	vtt_ngram_5	00:00:52.468	00:03:15.272	52.468	195.272	00:32:51.468	This is what happens when a data set of topics is projected down from high-dimensional space into 2D space We should expect it to be a mess We should expect overlap By default, there is not a clean reduction down to two-dimensional space That should not be su
tidy_sections_to_vtt_windows	tidy:section:003	🧩 Why the first map looks messy	tidy_section	2	0.813604	0.962264	vtt:ngram:5:0002	information efficiently I’m interested in how things like embeddings, generated 	vtt_ngram_5	00:00:25.679	00:02:45.924	25.679	165.924	00:32:24.679	information efficiently I’m interested in how things like embeddings, generated categories, different kinds of relationships and graph structures can be used to make useful visualisations that do not look like a mess Speaking of which, this looks like a mess
tidy_sections_to_vtt_windows	tidy:section:003	🧩 Why the first map looks messy	tidy_section	3	0.782485	0.792453	vtt:ngram:5:0001	Hello I’m interested in the problem of how we as human beings, can get a good me	vtt_ngram_5	00:00:00.838	00:02:06.651	0.838	126.651	00:31:59.838	Hello I’m interested in the problem of how we as human beings, can get a good mental model of what is going on I want to understand things and make use of our high-bandwidth visual centres, which are very good at interpreting information efficiently I’m inter
tidy_sections_to_vtt_windows	tidy:section:004	🧭 Finding non-overlapping positions without losing meaning	tidy_section	1	0.869902	0.931034	vtt:ngram:5:0007	process happens in multiple stages, but those stages are aware of the semantic r	vtt_ngram_5	00:02:47.665	00:05:28.913	167.665	328.913	00:34:46.665	process happens in multiple stages, but those stages are aware of the semantic relationships between the nodes They use those relationships to find a good non-overlapping position for the nodes That gets us something a bit like this It has no overlap, which i
tidy_sections_to_vtt_windows	tidy:section:004	🧭 Finding non-overlapping positions without losing meaning	tidy_section	2	0.850945	0.881356	vtt:ngram:5:0006	But then we have to tweak all kinds of fiddly variables to keep the semantic int	vtt_ngram_5	00:02:06.681	00:04:58.331	126.681	298.331	00:34:05.681	But then we have to tweak all kinds of fiddly variables to keep the semantic integrity authentic It is also a bit of a kludge to switch to a different kind of algorithm at presentation time without any consideration of the semantic embeddings themselves I hav
tidy_sections_to_vtt_windows	tidy:section:004	🧭 Finding non-overlapping positions without losing meaning	tidy_section	3	0.803378	0.762712	vtt:ngram:5:0005	added When we add that dimension, we then have to decide what to do about overla	vtt_ngram_5	00:01:42.557	00:04:20.369	102.557	260.369	00:33:41.557	added When we add that dimension, we then have to decide what to do about overlap One common thing people do is use a force-directed effect: if one node is too close to another node the nodes push themselves apart But then we have to tweak all kinds of fiddly
tidy_sections_to_vtt_windows	tidy:section:005	🎨 Adding visual language with generated icons	tidy_section	1	0.926964	0.96063	vtt:ngram:5:0011	with a fittingly emptier area around it So the semantic integrity is good, but i	vtt_ngram_5	00:04:59.694	00:07:20.445	299.694	440.445	00:36:58.694	with a fittingly emptier area around it So the semantic integrity is good, but it is still not very intuitive These days we have image generators, so I semi-manually and semi-automatically generated icons for the topics That probably helps a little bit What w
tidy_sections_to_vtt_windows	tidy:section:005	🎨 Adding visual language with generated icons	tidy_section	2	0.856821	0.913386	vtt:ngram:5:0012	That probably helps a little bit What would be more useful is a zoomable user in	vtt_ngram_5	00:05:28.937	00:07:43.618	328.937	463.618	00:37:27.937	That probably helps a little bit What would be more useful is a zoomable user interface where we can look at different things at different levels and see different zoom states, very much like what Ivan Lugo was talking about earlier I have not done much with
tidy_sections_to_vtt_windows	tidy:section:005	🎨 Adding visual language with generated icons	tidy_section	3	0.816521	0.811024	vtt:ngram:5:0010	Gold fits into a psychological kind of cluster for him Likewise, his main occupa	vtt_ngram_5	00:04:26.415	00:06:53.046	266.415	413.046	00:36:25.415	Gold fits into a psychological kind of cluster for him Likewise, his main occupational duties are in a place, and there is a Navy cluster There is also the Great Fire of London with a fittingly emptier area around it So the semantic integrity is good, but it
tidy_sections_to_vtt_windows	tidy:section:006	❓ Question: can the interface be used to express things?	tidy_section	1	0.698212	0.942029	vtt:ngram:5:0016	That is basically as far as I have got with that I’m going to do the thing and j	vtt_ngram_5	00:07:24.427	00:09:08.985	444.427	548.985	00:39:23.427	That is basically as far as I have got with that I’m going to do the thing and jump in with a question in the middle That’s the format I have this weird personal belief: any interface that presents information, or presents a visualisation of something is also
tidy_sections_to_vtt_windows	tidy:section:006	❓ Question: can the interface be used to express things?	tidy_section	2	0.638989	0.826087	vtt:ngram:5:0017	information, or presents a visualisation of something is also potentially a good	vtt_ngram_5	00:07:44.079	00:09:28.845	464.079	568.845	00:39:43.079	information, or presents a visualisation of something is also potentially a good interface through which we can express something There are two sides to every interface So far, you have talked about what this interface is revealing, what it is showing, and ho
tidy_sections_to_vtt_windows	tidy:section:006	❓ Question: can the interface be used to express things?	tidy_section	3	0.637881	0.942029	vtt:ngram:5:0014	loosely related to some people in this area through gossip She is not as central	vtt_ngram_5	00:06:25.199	00:08:16.171	385.199	496.171	00:38:24.199	loosely related to some people in this area through gossip She is not as central to Pepys’s life Her centrality is low, but she is still an interesting figure She is not at full opacity, because she is not worth foregrounding from the broad overview perspecti
tidy_sections_to_vtt_windows	tidy:section:007	🔁 Projecting back and arranging meaning	tidy_section	1	0.867999	1.0	vtt:ngram:5:0019	us do that UMAP is a common solution for dimensionality reduction of high dimens	vtt_ngram_5	00:08:16.200	00:10:32.985	496.2	632.985	00:40:15.200	us do that UMAP is a common solution for dimensionality reduction of high dimensional data It does not have a global objective It is mostly local, which means it might mess up how things fit together in aggregate That is not ideal But one cool thing it can do
tidy_sections_to_vtt_windows	tidy:section:007	🔁 Projecting back and arranging meaning	tidy_section	2	0.858572	0.912	vtt:ngram:5:0018	higher-dimensional spaces I’m curious what you have thought about with respect t	vtt_ngram_5	00:07:59.337	00:09:59.448	479.337	599.448	00:39:58.337	higher-dimensional spaces I’m curious what you have thought about with respect to doing expressive work through this interface Yes We can actually project back There is a popular library called UMAP Learn that lets us do that UMAP is a common solution for dim
tidy_sections_to_vtt_windows	tidy:section:007	🔁 Projecting back and arranging meaning	tidy_section	3	0.798346	0.940741	vtt:ngram:5:0020	That is not ideal But one cool thing it can do is project back It can let us pre	vtt_ngram_5	00:08:40.500	00:11:08.591	520.5	668.591	00:40:39.500	That is not ideal But one cool thing it can do is project back It can let us predict what high-dimensional representation or high-dimensional embedding, would make sense if for example, I put something new here What might it mean, based on everything else the
tidy_sections_to_vtt_windows	tidy:section:008	🧮 Question from Marek “maf” Rogalski: can nodes occupy regions instead of points?	tidy_section	1	0.84384	0.909091	vtt:ngram:5:0024	I perform a rotation that anchors two points When I regenerate the map, the enti	vtt_ngram_5	00:10:36.123	00:12:23.639	636.123	743.639	00:42:35.123	I perform a rotation that anchors two points When I regenerate the map, the entire map coheres which is really nice, especially for adding or removing points We have time for maybe two more questions If anybody in the audience has something they would like to
tidy_sections_to_vtt_windows	tidy:section:008	🧮 Question from Marek “maf” Rogalski: can nodes occupy regions instead of points?	tidy_section	2	0.823731	0.836364	vtt:ngram:5:0025	to ask, just unmute and go right ahead I have one question I really liked what y	vtt_ngram_5	00:11:08.621	00:12:43.185	668.621	763.185	00:43:07.621	to ask, just unmute and go right ahead I have one question I really liked what you mentioned about reverse-projecting into high-dimensional spaces Mathematicians like to simplify things into spherical cows When modelling things in 2D, we model everything as p
tidy_sections_to_vtt_windows	tidy:section:008	🧮 Question from Marek “maf” Rogalski: can nodes occupy regions instead of points?	tidy_section	3	0.740517	0.627273	vtt:ngram:5:0026	But in an actual 2D space, things also have dimensions They have shapes We also 	vtt_ngram_5	00:11:30.422	00:13:05.943	690.422	785.943	00:43:29.422	But in an actual 2D space, things also have dimensions They have shapes We also think in categories On the screen, in a user interface many of those things could be grouped together by putting them in a box, or surrounding them with a line That is how many mi
tidy_sections_to_vtt_windows	tidy:section:009	🗺️ Regions, Voronoi maps, and hidden structure	tidy_section	1	0.854946	0.914286	vtt:ngram:5:0028	I have not done that yet I do not have it saying, for example that this belongs 	vtt_ngram_5	00:12:09.299	00:13:48.333	729.299	828.333	00:44:08.299	I have not done that yet I do not have it saying, for example that this belongs to a work cluster I do not have that kind of membership information at the moment, but it is doable Just looking at the 2D screen, I guess something like a Voronoi map would be th
